GRE Score,TOEFL Score,University Rating,SOP,LOR ,GPA,Research,Chance of Admit,Category
293.0,119.0,3.0,3.0,4.9,2.9,0,0.66,Medium
291.747610266244,104.09481988253498,3.0,3.6804282248310822,3.5452185317793923,3.9277525719132687,1,0.86,Safe
297.0,109.0,2.0,3.9,2.1,2.86,0,0.587,Reach
317.0,113.0,5.0,4.0,3.1,2.1,1,0.814,Medium
318.4144645099291,119.69872518106956,4.0,2.214902352471325,1.8333149516233531,2.7147367708590058,0,0.642,Reach
303.91341292079176,98.80566885662749,3.0,3.2358671271881505,3.4405475449929637,2.4418194864315756,0,0.598,Reach
313.2872681248589,96.27697549112646,1.0,2.119224642659337,4.808130151434909,2.8902337630844483,0,0.63,Reach
313.09755402293945,110.26328493979072,3.0,4.009790856310991,4.809582427061455,3.6184733097351107,1,0.886,Safe
312.0,105.0,3.0,4.2,3.6,3.99,0,0.746,Medium
302.0916909033219,118.43991577473008,1.0,3.5617188794204666,2.848180939148961,3.787658469140254,0,0.648,Reach
307.0,109.0,5.0,2.9,3.3,3.39,0,0.709,Medium
337.2616424108474,96.96569321386026,1.0,1.7545867937903734,3.0334973467176414,2.2628940597073663,0,0.558,Reach
312.96407863604884,119.95770480353961,4.0,4.82356704002422,1.291898825171263,2.3357570185856282,0,0.598,Reach
292.5447135731603,93.42015154013562,5.0,1.3955378734381525,3.67412831666427,2.1714828706436147,0,0.636,Reach
305.0,104.0,5.0,2.5,1.2,2.7,1,0.764,Medium
314.7875860655018,115.13824834872537,5.0,2.4255800652232007,1.2657751956631205,4.0,1,0.851,Safe
335.0,98.0,2.0,3.9,4.4,2.11,0,0.681,Medium
298.9560711363991,94.87854987593651,4.0,3.271432866481699,2.0612629286243522,3.2771992576443383,1,0.858,Safe
338.6363623375459,115.3766034076595,5.0,4.823200092470455,1.2643933191006744,2.6580237304466037,1,0.854,Safe
293.5903513093762,117.53747129315566,5.0,4.550562466538046,3.25166651257297,3.64920047045978,1,0.831,Medium
328.14397289245386,92.10503530515192,1.0,3.7283777083545018,1.8663550562022324,3.5055426453484304,0,0.57,Reach
340.0,114.51458601491343,2.0,1.0864196444901482,5.061014775549826,3.712130674291109,1,0.824,Medium
307.74391358772976,102.31058715177255,1.0,1.5054080349048709,1.9520718349296304,2.717895413914147,0,0.535,Reach
303.0,117.0,3.0,3.1,1.3,2.24,0,0.554,Reach
340.0,119.0,3.0,4.1,1.7,3.76,0,0.708,Medium
322.48498337826766,108.28872781047453,4.0,3.549079587574175,5.0523113881379045,2.2290377440005265,1,0.864,Safe
303.4133974927526,97.62821526912519,5.0,4.08742857736444,2.666560805051115,3.9274275481130982,1,0.909,Safe
310.4408744553662,113.65926261688496,1.0,2.3981369374664787,2.1977137887358587,3.256289832064325,0,0.599,Reach
317.0,94.0,1.0,2.3,2.0,3.82,0,0.633,Reach
309.0499933908045,94.75607916352742,4.0,3.452764625477073,3.5977664617238516,3.555496701447832,1,0.856,Safe
331.0,94.0,5.0,2.3,4.3,3.24,0,0.642,Reach
336.0,115.0,4.0,1.4,2.3,2.89,1,0.803,Medium
298.0,116.0,2.0,3.3,2.7,3.96,0,0.684,Medium
337.0,114.0,5.0,1.5,2.0,2.13,1,0.771,Medium
328.9274233546053,101.80807946025179,1.0,3.846710455406643,1.6865240042903713,2.543232537184904,0,0.544,Reach
324.23113060214325,109.28722310434479,3.0,4.8580661199726904,4.709043707489211,2.347215521621946,1,0.879,Safe
294.0103101604852,98.45295028998846,5.0,3.9210978201107234,1.886835155180934,3.3976120364583844,0,0.641,Reach
295.2640591283892,115.68539888970015,2.0,3.5346709857126806,4.572076558055794,3.6680671161117453,1,0.891,Safe
308.0,119.0,3.0,1.1,4.7,2.58,1,0.807,Medium
306.0,99.0,5.0,3.4,3.3,3.86,1,0.888,Safe
303.0,99.0,3.0,3.3,3.4,2.41,0,0.598,Reach
295.45870736122436,113.06623760039875,5.0,4.177093045782378,4.151603663341669,2.416808874533743,1,0.898,Safe
303.0,100.0,5.0,3.2,1.7,3.91,0,0.741,Medium
311.8284434743813,97.55278582680775,4.0,1.8674505925809783,1.5689067623034043,3.239853585383217,0,0.606,Reach
299.4643132409649,97.01580496518663,2.0,2.2755432681676515,2.4310312166955503,3.107702766158537,0,0.6,Reach
300.0,109.0,5.0,1.4,3.4,3.46,0,0.64,Reach
317.1734304559822,109.70627428272223,3.0,2.315074119069277,2.3610105022451844,3.145183855382023,0,0.58,Reach
317.0,120.0,3.0,1.1,1.4,3.74,0,0.614,Reach
316.83559562189845,107.32759692997192,3.0,3.2340058182898677,4.474297839489842,3.139474698350452,1,0.869,Safe
301.79354397925835,118.45515447031194,2.0,3.2425116202145174,4.765243908348346,2.7247625173248173,0,0.649,Reach
308.35963391127484,92.56168871829294,5.0,1.2095095981355684,3.9405014555262787,2.7160180403384477,0,0.583,Reach
291.0,93.0,4.0,2.4,3.7,2.44,1,0.721,Medium
298.0,108.0,5.0,4.6,1.6,3.82,0,0.771,Medium
314.0,94.0,2.0,1.6,2.7,2.4,1,0.717,Medium
325.6805554520888,92.0,4.0,3.6781181017397517,4.05608536760147,2.5286912782527566,0,0.64,Reach
292.07262496529427,103.2738182991169,3.0,3.6341769455687807,3.5872231723491845,3.9930264026772977,1,0.86,Safe
320.7168880152183,113.04737249976316,1.0,3.7997050836141004,4.416967472637417,3.2375734066987643,0,0.635,Reach
317.0,107.0,3.0,3.2,4.5,3.17,1,0.869,Safe
293.0,115.0,3.0,3.3,2.5,3.2,0,0.684,Medium
300.84411818186004,112.87649261477256,2.0,4.590243946967738,4.858121201216807,2.6223321380077858,1,0.875,Safe
318.0,103.0,2.0,2.2,3.5,3.66,1,0.817,Medium
300.0,98.0,4.0,1.9,3.8,2.08,1,0.791,Medium
297.95159915658917,95.65151045880292,4.0,2.7583101090776,2.4496343352469307,2.205158826409866,0,0.567,Reach
321.0,101.0,5.0,2.8,2.5,2.09,1,0.756,Medium
312.7615299269748,116.97986664772141,3.0,1.1121215496979255,1.8081539053575575,2.518608431658497,0,0.541,Reach
327.0,113.0,1.0,4.5,4.3,3.71,0,0.721,Medium
340.0,115.39670188367063,5.0,1.2783567069749953,3.091324201854464,3.6836462877232092,0,0.729,Medium
337.0,99.0,3.0,4.8,3.1,2.7,0,0.653,Medium
293.2509538845376,109.80944051044658,4.0,3.9254930678291275,3.0648469881113574,3.9436224462889675,1,0.851,Safe
303.0,120.0,4.0,4.4,3.1,2.9,0,0.718,Medium
292.0,115.0,1.0,3.4,2.5,3.66,1,0.743,Medium
302.0,105.0,3.0,1.7,2.0,3.45,1,0.794,Medium
310.6265328039104,112.56974350300166,1.0,3.024657488818156,2.02088496854172,2.2207124229648376,0,0.491,Reach
295.3736982939536,99.44663404632881,4.0,1.0758736427384687,2.3086993537273783,2.506908328788654,0,0.576,Reach
306.6505651143589,109.77678358513032,5.0,2.646270608052597,1.5228475684225762,3.9434288445668644,1,0.862,Safe
339.0,99.0,2.0,4.8,4.8,2.24,1,0.805,Medium
295.0,98.0,3.0,3.9,2.8,2.7,1,0.796,Medium
315.9625295109711,101.02877615035892,1.0,3.6805164145137197,4.968898752461638,3.6998708872107993,1,0.864,Safe
323.0,111.0,5.0,4.4,2.6,3.39,0,0.73,Medium
290.0,108.0,1.0,3.5,1.2,3.84,0,0.566,Reach
331.36927331388034,119.02401799394269,2.0,4.392978527353831,1.451452463763909,2.6337854076915073,0,0.615,Reach
323.0,107.0,3.0,1.1,4.9,3.12,1,0.842,Medium
313.0,120.0,4.0,4.8,1.3,2.34,0,0.598,Reach
315.0,115.0,3.0,2.8,5.0,2.4,0,0.657,Medium
315.0,97.0,1.0,2.4,3.9,3.02,0,0.614,Reach
312.2444493305469,112.51604512875926,2.0,3.764267195179964,3.7146301681799865,3.5130052614736322,1,0.879,Safe
340.0,114.0,2.0,1.1,5.0,3.71,1,0.824,Medium
334.0,111.0,5.0,1.1,3.2,2.98,1,0.823,Medium
291.8948057402418,108.06572431283504,3.0,3.920490750000308,2.650251927152933,3.3853395094642815,0,0.638,Reach
330.93522009090964,118.25508806130152,2.0,4.188317553715936,1.4775652806781197,2.6435009332960053,0,0.615,Reach
314.9426202759045,115.58022523874699,2.0,1.2798986541892534,3.99815489898796,3.4241409385251864,1,0.866,Safe
315.0,119.0,5.0,3.2,3.1,3.19,0,0.747,Medium
315.0,120.0,4.0,1.1,4.8,3.02,0,0.694,Medium
319.04966925266905,101.6408703884616,2.0,3.331389228780335,4.599851537220952,3.654929365319902,1,0.89,Safe
312.2025641787681,99.70415167959598,5.0,3.2261452566876385,2.793429414735942,2.3230007197454623,0,0.643,Reach
306.08820869047975,110.11885905169224,2.0,2.163134460016462,4.715723862088605,3.9110855984071367,1,0.879,Safe
317.052441860068,100.6856547768914,1.0,3.6203601826416065,5.000314448510165,3.6595703433115596,1,0.864,Safe
291.0,104.0,3.0,3.6,3.5,3.98,1,0.86,Safe
304.0,115.0,2.0,4.7,3.6,2.99,1,0.776,Medium
298.0,104.0,4.0,4.1,2.5,3.02,1,0.847,Medium
298.6331006616826,120.0,5.0,3.5195039514925197,4.072922966533207,2.563277421238538,1,0.85,Safe
305.38282512558794,92.0,2.0,4.059383604331938,3.0330315352048607,2.378966963559228,0,0.536,Reach
302.55433632381414,97.4958445856349,5.0,4.0720896083694,2.7268278513767528,3.8756782907816665,1,0.909,Safe
324.09067337773934,97.44350105339375,1.0,1.197542698842713,1.238484761554865,3.4578133449674926,0,0.524,Reach
297.7083843576499,102.5876730309521,3.0,4.710392814204661,3.9652262917927334,2.290668023321896,0,0.596,Reach
312.3677035589991,118.71316314348887,3.0,4.381394601547964,2.3919405533204934,3.8176632728932334,1,0.908,Safe
321.0,103.0,5.0,4.9,1.9,2.94,0,0.749,Medium
300.73507180665206,105.71609079664151,1.0,3.3127810696576745,3.3747361234253637,2.9711899301707896,0,0.622,Reach
331.0,109.0,2.0,2.1,4.9,2.89,0,0.65,Medium
330.1987949817165,117.65423983393099,5.0,3.9057591538845213,1.6539645072943818,3.203150651970626,1,0.878,Safe
290.0,107.52624435359368,4.0,2.724903917929326,1.3102437271177114,2.129884613509595,0,0.605,Reach
297.45189333055737,116.74652259155833,5.0,4.8692407660865475,3.7782933477603082,3.7623753161096554,1,0.916,Safe
307.0,117.0,2.0,2.6,1.1,3.65,0,0.635,Reach
300.296381196381,104.25618304768707,2.0,4.4441361118610745,1.1736476292613776,2.404090498322458,0,0.601,Reach
308.0,103.0,3.0,3.6,2.6,2.75,1,0.745,Medium
290.0404155212543,98.51892206275734,2.0,1.2125099355260234,4.7970678683461125,2.949686513975997,0,0.623,Reach
305.3374884384033,110.0231347753597,2.0,2.23414494672302,4.910351547838255,3.873244652188143,1,0.879,Safe
324.9706553333075,116.73433084836037,5.0,2.2478052491084424,3.522249982084111,3.576831915140311,1,0.863,Safe
300.0,97.0,2.0,1.7,3.6,2.8,1,0.75,Medium
299.95533199133166,116.93469760575942,1.0,3.134604381043174,3.8473622996750962,2.9033031053807155,0,0.609,Reach
340.0,116.95180052367041,2.0,2.8677097362789277,4.686531473196016,3.6540552050802573,1,0.872,Safe
307.3211748715637,110.08099519637432,2.0,2.199541934256092,4.812328912411594,3.9164118229480587,1,0.879,Safe
329.0946018474446,118.42303489759871,5.0,3.968487795761489,1.5696597634655018,3.198616080514654,1,0.878,Safe
300.0,94.0,3.0,4.4,1.7,2.96,0,0.611,Reach
296.0255457761953,107.07400936616301,2.0,1.5203659305830213,3.2677207720649375,3.4335128562478134,0,0.614,Reach
308.2441291389509,117.55868117107453,2.0,2.64048938227826,1.0353171136511148,3.6472110485665596,0,0.635,Reach
298.0379835098517,110.05637200629303,3.0,5.0,2.739869422351079,4.0,1,0.898,Safe
330.93427878404094,97.92303550368327,4.0,4.912042022514984,4.48052861062163,2.3683316217236547,1,0.859,Safe
337.0660707805071,97.08376323159042,2.0,3.448175906811508,1.8168359244929368,2.677099243519232,0,0.617,Reach
311.0,119.0,2.0,3.1,4.1,2.64,1,0.848,Medium
335.0,105.0,1.0,1.1,1.1,2.02,1,0.637,Reach
315.6048265466581,96.60409974289195,4.0,4.110218029283514,3.4361169731703782,2.7939300256611883,1,0.88,Safe
337.0,96.0,2.0,2.0,5.0,3.28,1,0.792,Medium
312.64707403879464,109.79271961484821,3.0,4.208230193094309,4.854230098483139,3.5930398266269075,1,0.886,Safe
337.0,111.0,4.0,2.9,2.5,2.22,1,0.742,Medium
290.3410825493174,97.75288701761676,2.0,1.3467876862314339,4.805093348288854,2.893683736693097,0,0.623,Reach
304.0,113.0,1.0,5.0,1.7,2.72,0,0.616,Reach
293.0,97.0,1.0,1.9,2.3,3.78,1,0.703,Medium
315.2850019497356,117.77625126770695,1.0,2.1546666990521963,3.283381756537621,3.848544076488575,1,0.807,Medium
312.674393285176,113.34154291706763,2.0,3.8782755010485443,3.7154608002546072,3.529557504419433,1,0.879,Safe
333.0,106.0,4.0,2.7,1.7,2.11,0,0.557,Reach
295.0823918209227,110.35606821517126,4.0,3.9582163690464784,3.0662557073314796,3.9754495936941128,1,0.851,Safe
310.4701659343511,113.07902960243712,1.0,3.01264520769273,1.9826448129777032,2.202641318592968,0,0.491,Reach
315.3457460987295,113.13555610281385,2.0,4.49032254827239,1.7108571595500401,3.186111419777911,0,0.636,Reach
327.0,96.0,1.0,4.5,3.7,3.18,1,0.802,Medium
340.0,120.0,2.0,2.7,4.9,2.53,0,0.719,Medium
336.0,109.0,4.0,2.0,3.4,3.51,0,0.719,Medium
316.0,101.0,1.0,3.7,5.0,3.67,1,0.864,Safe
326.1470264369516,100.80277887360636,3.0,4.254557947575403,3.7242100893012635,3.6223358392928025,1,0.873,Safe
334.3718262424167,105.19739957945448,1.0,1.1265192732973972,1.028164252638136,2.055177339131105,1,0.637,Reach
313.9313111847423,95.0312227857829,5.0,4.812496358531271,4.686363443194488,3.8635608336222607,1,0.961,Safe
324.15562728378376,117.17786615378158,5.0,2.1416812155590748,3.4578197863463567,3.5705154264125927,1,0.863,Safe
296.0,97.0,3.0,4.2,4.8,2.22,0,0.598,Reach
334.2701442759964,107.93589112758642,4.0,4.962774869320648,2.419305692215823,3.4181791694502546,1,0.884,Safe
323.0,117.0,2.0,3.2,2.1,3.2,0,0.589,Reach
307.0,95.0,4.0,1.5,3.4,3.94,0,0.645,Reach
321.0,94.0,5.0,2.0,4.6,2.46,1,0.829,Medium
305.0,103.0,1.0,3.3,4.0,2.91,0,0.6,Reach
309.0,114.0,2.0,2.4,4.3,3.39,1,0.839,Medium
333.74366497940457,108.59749937384353,4.0,4.8619249791432475,2.2384160517920257,3.441345576349147,1,0.884,Safe
297.0,101.0,5.0,1.3,1.0,2.86,0,0.651,Medium
340.0,117.48174109047144,2.0,2.9453542761501836,4.525588340331148,3.6760069258243324,1,0.872,Safe
292.6960600626667,118.50238613425537,5.0,3.115186975680609,4.755238364247345,3.3557239410721458,1,0.931,Safe
293.2885773143169,92.0,5.0,1.1738288042308376,1.6911881230095198,3.3312454869069548,0,0.63,Reach
332.54894039378246,107.91126782879837,4.0,4.953360293723417,2.2814932750760644,3.448312104448902,1,0.884,Safe
291.0,106.0,4.0,2.5,1.5,2.81,0,0.603,Reach
332.3606786847122,96.88174791706669,5.0,3.8861223020396953,2.625907847258247,2.8708655657939475,1,0.851,Safe
311.0,113.0,1.0,3.0,2.0,2.23,0,0.491,Reach
315.0,114.0,4.0,1.9,4.1,2.02,0,0.63,Reach
309.0,119.0,3.0,2.0,1.7,3.78,0,0.696,Medium
311.94935170845895,110.31347140621624,3.0,4.252235948959991,4.829565680888278,3.6244519072572032,1,0.886,Safe
292.1240322546607,103.51446258173934,2.0,4.9079642985875775,2.4986257855978757,2.651985069223085,0,0.571,Reach
297.0,107.0,4.0,1.9,3.7,2.72,1,0.768,Medium
312.75632554441296,116.82271224321045,4.0,3.4754953030248075,2.111751915534461,2.15273342376578,0,0.64,Reach
312.71369990756915,100.11269445346417,5.0,3.3642607476914272,2.726005953255143,2.381387949721289,0,0.643,Reach
302.6691563078323,117.7501940578589,4.0,4.780602152156753,4.775673306108884,3.056947761832687,1,0.903,Safe
340.0,113.0,1.0,4.0,1.9,2.65,1,0.809,Medium
323.0,104.0,2.0,4.1,3.7,2.38,0,0.675,Medium
295.0,106.0,3.0,1.1,3.2,2.93,0,0.579,Reach
325.3231487696666,115.05933946473245,5.0,4.140030682838116,4.144427212503059,3.357332631369026,1,0.962,Safe
292.62521409688276,102.65949213318859,5.0,1.6755493389748821,2.7615585430885754,2.3534721113179544,0,0.597,Reach
302.0,117.0,3.0,4.1,1.3,3.22,1,0.766,Medium
333.0,97.0,1.0,2.8,3.2,3.97,0,0.66,Medium
301.0,94.0,3.0,4.3,3.6,2.42,1,0.802,Medium
337.0,97.0,2.0,3.4,1.9,2.65,0,0.617,Reach
311.9048167581066,117.7549263835132,3.0,1.105140448493963,1.8016911584380788,2.4548807204149425,0,0.541,Reach
338.639117058873,114.60810436685856,3.0,3.0077911924006435,4.454562880972719,3.802824530348032,1,0.885,Safe
324.0,115.0,4.0,2.9,2.8,2.45,1,0.823,Medium
326.0,116.0,3.0,3.7,1.2,3.91,0,0.671,Medium
309.01823461861756,94.49201523401462,4.0,3.519800429790941,3.6146855203686905,3.5070156044163436,1,0.856,Safe
328.0,98.0,2.0,3.2,2.6,2.82,1,0.793,Medium
293.0,103.0,5.0,1.6,2.7,2.32,0,0.597,Reach
316.57104126303255,107.98878891617791,3.0,3.0929350083003513,4.503596232671096,3.1220996909889442,1,0.869,Safe
315.0,97.0,1.0,2.0,4.3,2.26,0,0.543,Reach
326.0,95.0,4.0,4.7,2.1,2.56,1,0.845,Medium
325.93462049013505,114.27471855453105,5.0,4.066443053220661,4.228931632961138,3.333909688053436,1,0.962,Safe
298.7338180301425,119.34212193823492,5.0,3.368894399522387,3.95272244453188,2.4667537833578694,1,0.85,Safe
313.9490720679803,94.96460155646004,5.0,4.621467984550503,4.650581061647946,2.190334180394399,1,0.863,Safe
310.0,101.0,4.0,4.5,2.1,3.91,1,0.814,Medium
333.81470976608654,95.52760795631238,4.0,3.9957140767450485,2.2240701233989135,3.57738299188911,1,0.878,Safe
296.0,99.0,3.0,1.9,4.6,2.65,0,0.583,Reach
340.0,114.0,4.0,2.0,1.8,3.73,1,0.822,Medium
297.0,97.0,2.0,4.7,1.9,3.72,0,0.708,Medium
297.0,106.0,1.0,5.0,4.0,2.89,1,0.79,Medium
313.96275483665545,110.07958445938365,3.0,4.178869993944502,4.7938714274552785,3.588722078442967,1,0.886,Safe
330.717223918689,106.41449327367224,3.0,4.430518395503107,4.545355981828653,2.919818921076982,1,0.889,Safe
314.240016228249,94.83109249385267,5.0,4.925203794942584,4.712702093928722,3.8296421149970046,1,0.961,Safe
301.0,114.0,3.0,4.3,2.9,3.21,1,0.788,Medium
299.0,120.0,2.0,4.5,1.2,2.78,0,0.656,Medium
327.0,94.0,3.0,2.6,1.7,3.28,1,0.789,Medium
340.0,99.0,4.0,3.2,3.8,2.76,0,0.719,Medium
329.0,119.0,1.0,3.7,3.0,3.58,1,0.839,Medium
290.0,108.0,4.0,2.8,1.4,2.12,0,0.605,Reach
299.6061342365705,101.87456269785534,4.0,3.843970104825188,1.908383306558633,2.072967207340709,0,0.564,Reach
315.6722334913904,109.71898139124251,3.0,3.510107534572859,1.6771801294128077,2.9530846660877352,0,0.639,Reach
317.83926625772494,94.59725983907651,1.0,2.335657740693859,1.9532424293120376,3.835207197645394,0,0.633,Reach
338.56157482127486,105.56449313567546,1.0,4.419122645437981,2.533376585061932,3.117122624570811,0,0.611,Reach
340.0,115.89603280006429,5.0,4.9415233075113925,1.3632650575590262,2.627534594867315,1,0.854,Safe
314.0,96.0,1.0,4.5,2.8,3.73,0,0.648,Reach
340.0,115.0,5.0,1.3,3.1,3.7,0,0.729,Medium
291.27525253716044,103.88037479959826,5.0,4.0426028592177605,2.5111731825528807,3.6492546457829844,1,0.87,Safe
296.0,109.0,1.0,1.1,4.5,2.42,1,0.716,Medium
336.0,115.0,5.0,3.3,2.1,2.64,1,0.8,Medium
324.0,98.0,1.0,2.3,2.4,3.4,0,0.598,Reach
294.0683780481769,100.14551775026524,3.0,2.2341792134126313,1.8062453403502419,3.259513385946924,0,0.622,Reach
318.0,108.0,1.0,4.7,2.3,2.81,1,0.735,Medium
301.0,96.0,4.0,1.2,1.8,2.2,1,0.719,Medium
302.9549501244448,102.13804701191653,2.0,2.927479548358153,1.9691004696531684,2.5989476092530146,0,0.554,Reach
323.9764456251246,116.32188041695359,5.0,2.25862141483073,3.521574378843478,3.5633654297209967,1,0.863,Safe
315.0,117.0,4.0,3.1,3.6,3.81,0,0.728,Medium
300.0,112.0,2.0,1.6,4.5,3.21,1,0.802,Medium
322.5295425639872,108.69349022919404,4.0,3.535902606611661,4.982249954770364,2.220216447556235,1,0.864,Safe
315.0,117.0,5.0,2.1,2.3,3.04,0,0.649,Reach
338.0,109.0,1.0,4.8,2.1,2.16,1,0.763,Medium
340.0,93.0,5.0,1.7,4.1,2.38,1,0.831,Medium
308.0,102.0,1.0,1.4,1.9,2.65,0,0.535,Reach
303.83136043001844,97.08583923677352,5.0,4.090610355700829,2.6880130847128556,3.906104367231609,1,0.909,Safe
333.21779080026494,106.29045925309775,3.0,4.556849419804182,4.5192617734375045,2.9238046931822783,1,0.889,Safe
333.95085651414604,97.57564086666454,5.0,3.7925554254138123,2.574421157953785,2.84098995490827,1,0.851,Safe
325.9788701868384,120.0,1.0,2.099879464774317,1.809109369410164,2.3086903075004774,0,0.56,Reach
334.0,92.0,2.0,2.2,3.8,2.16,1,0.765,Medium
309.3088313510952,113.9107584231068,5.0,1.2775971860806905,2.880154541661966,2.8883482996298215,0,0.648,Reach
335.0,96.0,2.0,4.8,1.9,2.29,1,0.768,Medium
292.0,93.0,1.0,2.9,3.9,2.21,0,0.591,Reach
337.32491913080156,100.49076848890782,4.0,3.931777092423504,3.6007072608261512,2.977203640730568,1,0.873,Safe
293.15899036307445,118.59133878340145,5.0,3.0559519837094076,4.674226129648334,3.450771397790856,1,0.931,Safe
297.0,100.0,3.0,2.2,2.1,3.11,1,0.753,Medium
327.26443964873044,108.59636276849108,1.0,2.05824043861609,2.7231006871396377,3.254533845666132,0,0.62,Reach
340.0,117.0,2.0,2.9,4.6,3.67,1,0.872,Safe
323.9818299263474,117.63171682025943,5.0,2.2231295618962132,3.6621767029230163,3.5771898402734217,1,0.863,Safe
309.8690695584909,105.70231130322593,5.0,3.813439171670686,4.143157351482377,3.4995704804707986,1,0.942,Safe
316.2395372158135,113.96787276460405,4.0,1.8316982886250661,4.1666312031941946,2.040576847683386,0,0.63,Reach
322.2991624376489,96.62289337233258,1.0,1.2368336844601782,3.952736886217558,3.573088857886347,1,0.728,Medium
317.97664859685113,119.61955344755332,3.0,1.249263534807773,1.4362657061843567,3.735500034073988,0,0.614,Reach
331.117174624429,115.56649137932358,2.0,3.0006053117607405,3.70605046552144,3.3034737302495985,1,0.871,Safe
307.0,115.0,2.0,2.1,2.2,3.0,0,0.598,Reach
312.0,100.0,5.0,3.4,2.8,2.35,0,0.643,Reach
290.8968622456087,107.83484405118566,3.0,3.9661773102722497,2.5858577014438913,3.4454561334189227,0,0.638,Reach
299.3254334121624,117.46965510230548,1.0,3.559937025105348,2.7381740427951535,3.6795610286828015,0,0.648,Reach
323.0,102.0,3.0,4.2,1.7,3.53,0,0.624,Reach
315.5316620598453,114.56657010862419,2.0,1.295229711277002,4.162092970206757,3.368695799544022,1,0.866,Safe
326.0,98.0,5.0,1.0,3.2,2.59,0,0.657,Medium
325.0,101.0,5.0,2.0,1.4,3.16,1,0.802,Medium
297.6385500530019,94.75822963702734,4.0,3.337012371456911,2.05542226420676,3.2958250882189533,1,0.858,Safe
313.1666236057923,102.77496499172797,4.0,3.4630979664544634,2.848990661419489,2.7280319634589554,0,0.649,Reach
291.4154865139245,102.27000135550202,5.0,4.32915464699314,4.385906445491881,2.6570685437168557,1,0.86,Safe
329.09135419054434,118.01531753606363,5.0,3.9676274806999094,1.6280091568849189,3.2045391224065836,1,0.878,Safe
301.64841276471543,118.32488004355851,4.0,4.665604237313523,4.784906513123213,3.042282678267447,1,0.903,Safe
313.39129220707525,119.58755396423322,4.0,4.784012004446847,1.3390277682842202,2.3285135549533327,0,0.598,Reach
322.0,97.0,1.0,1.3,4.0,3.56,1,0.728,Medium
337.9268483897828,115.75897628438165,2.0,2.035365313777305,3.746108361304015,3.694797162182995,0,0.603,Reach
332.1193153868141,108.47089357889692,4.0,1.4804189000935684,1.8503233252365308,2.9695508595021685,1,0.796,Medium
310.00495270380424,103.42222672256757,1.0,1.859852627595007,2.0424074960222884,3.9911188078431,0,0.589,Reach
323.0,101.0,2.0,4.0,4.8,2.36,0,0.654,Medium
291.0,101.0,5.0,3.1,1.1,2.42,0,0.609,Reach
296.0,107.0,2.0,1.5,3.2,3.42,0,0.614,Reach
297.0,107.0,2.0,3.0,4.3,3.84,0,0.702,Medium
333.0,100.0,5.0,3.6,3.7,2.61,1,0.864,Safe
290.0,101.0,4.0,3.2,2.3,2.18,1,0.774,Medium
325.71421236127634,117.49206797583405,5.0,2.1473638266464405,3.5031154569461203,3.540403961728917,1,0.863,Safe
336.72325290495485,96.85945808525528,5.0,4.623944544870858,3.9236339478294764,3.2441312573489296,1,0.888,Safe
310.0,99.0,3.0,3.3,4.3,3.72,1,0.88,Safe
290.0,113.47262530053543,2.0,4.660957070080309,3.089705681781909,2.7666140479028702,0,0.566,Reach
331.0,98.0,1.0,1.5,3.5,2.73,0,0.584,Reach
318.7800152025305,93.22130136437428,5.0,1.960655977037023,4.647581948788264,2.4538998359389037,1,0.829,Medium
325.0,116.0,3.0,3.7,4.5,3.84,1,0.912,Safe
299.0,104.0,1.0,1.6,1.4,2.46,0,0.527,Reach
302.15663342934164,118.6465767825102,4.0,4.806587688434543,4.809936877258117,3.0456021926871615,1,0.903,Safe
326.30559170811307,99.60862018389298,3.0,4.269565500958719,3.6960339507897877,3.529372092936177,1,0.873,Safe
294.0,118.0,5.0,4.2,2.9,2.82,0,0.627,Reach
313.7385561926336,105.3539470011625,3.0,1.6263642302384274,1.453062853313335,3.978135446092224,0,0.636,Reach
314.2711612771161,95.80141571085804,1.0,4.557641060959234,2.827007988057037,3.7243474675934474,0,0.648,Reach
308.0,115.0,4.0,1.5,2.3,2.38,1,0.765,Medium
306.0,93.0,3.0,1.1,3.8,2.33,1,0.717,Medium
291.0,113.0,4.0,1.6,3.7,2.71,0,0.619,Reach
306.0,100.0,2.0,4.1,1.0,3.64,1,0.746,Medium
320.64672191165073,92.62736641250338,1.0,4.503705244405827,3.7394387431620713,2.0260065368246787,0,0.568,Reach
313.0,94.0,1.0,1.8,3.7,2.14,1,0.711,Medium
334.2393482211981,95.24445133895551,4.0,3.9851227426533042,2.250505436238653,3.546024107719374,1,0.878,Safe
332.25739794530887,112.94863825532599,3.0,3.420248342031271,3.019723405413002,3.4855588000902267,1,0.923,Safe
302.7677142493539,117.68473698746128,4.0,4.607952055838499,4.7452334021948195,2.9978578533560074,1,0.903,Safe
338.04268064698346,116.13178859427403,5.0,3.979004951682104,0.9788929181711818,2.5455816948381234,1,0.871,Safe
328.3995539833644,118.97334555125576,1.0,3.6308551890706413,3.0362403672738694,3.5566193082829627,1,0.839,Medium
303.5599516199558,112.0975219625818,1.0,5.0,1.7672069041877345,2.752841352276935,0,0.616,Reach
297.0,109.0,5.0,1.0,1.7,3.75,1,0.801,Medium
299.87276943231996,117.4746193160531,5.0,4.8137269788960095,3.7074942194954073,3.742759818198824,1,0.916,Safe
328.0,92.0,1.0,3.8,1.9,3.47,0,0.57,Reach
291.0,98.0,2.0,1.4,4.8,2.92,0,0.623,Reach
